"param1","param2","param3","param4","param5","Variable","Iteration","NAME"
"0","0","0","0","0","CENTER","0","MVN_DEFL1POSCOR_LHS_NOPAR"
"0.1","0.1","0.1","0.1","0.1","VAR","0","MVN_DEFL1POSCOR_LHS_NOPAR"
"0.1","0","0","0","0","COV","0","MVN_DEFL1POSCOR_LHS_NOPAR"
"0","0.1","0","0","0","COV","0","MVN_DEFL1POSCOR_LHS_NOPAR"
"0","0","0.1","0","0","COV","0","MVN_DEFL1POSCOR_LHS_NOPAR"
"0","0","0","0.1","0","COV","0","MVN_DEFL1POSCOR_LHS_NOPAR"
"0","0","0","0","0.1","COV","0","MVN_DEFL1POSCOR_LHS_NOPAR"
NA,NA,NA,NA,NA,"P975","0","MVN_DEFL1POSCOR_LHS_NOPAR"
NA,NA,NA,NA,NA,"P025","0","MVN_DEFL1POSCOR_LHS_NOPAR"
"-0.00800461414645734","-0.00576899784753818","-0.00178904902794832","-0.00784370506188664","0.0119603783155519","CENTER","1","MVN_DEFL1POSCOR_LHS_NOPAR"
"0.176649202692204","0.172813582318207","0.17841827111925","0.162908763095974","0.173573784272864","VAR","1","MVN_DEFL1POSCOR_LHS_NOPAR"
"0.176649202692204","0.00414186642691237","0.0109522873727435","-0.00346895153273694","0.00120022566273509","COV","1","MVN_DEFL1POSCOR_LHS_NOPAR"
"0.00414186642691237","0.172813582318207","0.00034522918520685","-0.00306287876985891","-0.00220806916442223","COV","1","MVN_DEFL1POSCOR_LHS_NOPAR"
"0.0109522873727435","0.00034522918520685","0.17841827111925","-0.00196941129725559","-0.00121937433347329","COV","1","MVN_DEFL1POSCOR_LHS_NOPAR"
"-0.00346895153273694","-0.00306287876985891","-0.00196941129725559","0.162908763095974","0.00166532173707382","COV","1","MVN_DEFL1POSCOR_LHS_NOPAR"
"0.00120022566273509","-0.00220806916442223","-0.00121937433347329","0.00166532173707382","0.173573784272864","COV","1","MVN_DEFL1POSCOR_LHS_NOPAR"
"-0.775977229449995","-0.788862284143209","-0.786944019702201","-0.778151426889891","-0.777906760138678","P025","1","MVN_DEFL1POSCOR_LHS_NOPAR"
"0.77816654351374","0.795637852667776","0.798674436591004","0.76596007242893","0.791499153497063","P975","1","MVN_DEFL1POSCOR_LHS_NOPAR"
"-0.00304444288368486","-0.00844787598830691","-0.00952702348180522","-0.00138751531434314","0.00775629299946245","CENTER","2","MVN_DEFL1POSCOR_LHS_NOPAR"
"0.286971938622494","0.297598393190927","0.303196168033639","0.267330943207844","0.304159251102465","VAR","2","MVN_DEFL1POSCOR_LHS_NOPAR"
"0.286971938622494","0.0118730478553302","-0.0127099309908132","-0.00653284639745499","-0.00229219103343132","COV","2","MVN_DEFL1POSCOR_LHS_NOPAR"
"0.0118730478553302","0.297598393190927","0.00933291021019669","0.000447589216206512","-0.00421398219540299","COV","2","MVN_DEFL1POSCOR_LHS_NOPAR"
