"param1","param2","param3","param4","param5","Variable","Iteration","NAME"
"0","0","0","0","0","CENTER","0","MVN_DEFL2a_LHS_NOPAR"
"0.1","0.1","0.1","0.1","0.1","VAR","0","MVN_DEFL2a_LHS_NOPAR"
"0.1","0","0","0","0","COV","0","MVN_DEFL2a_LHS_NOPAR"
"0","0.1","0","0","0","COV","0","MVN_DEFL2a_LHS_NOPAR"
"0","0","0.1","0","0","COV","0","MVN_DEFL2a_LHS_NOPAR"
"0","0","0","0.1","0","COV","0","MVN_DEFL2a_LHS_NOPAR"
"0","0","0","0","0.1","COV","0","MVN_DEFL2a_LHS_NOPAR"
NA,NA,NA,NA,NA,"P975","0","MVN_DEFL2a_LHS_NOPAR"
NA,NA,NA,NA,NA,"P025","0","MVN_DEFL2a_LHS_NOPAR"
"0.0227516914262595","-0.0129612951186039","-0.0317797877259526","-0.0382735883114559","-0.0849084127116553","CENTER","1","MVN_DEFL2a_LHS_NOPAR"
"0.171228184770137","0.178493077149325","0.186634394141791","0.17860902051663","0.150540004029072","VAR","1","MVN_DEFL2a_LHS_NOPAR"
"0.171228184770137","-0.0212858604529193","-0.00582287575426356","-0.0209418681744111","-0.00643778912595422","COV","1","MVN_DEFL2a_LHS_NOPAR"
"-0.0212858604529193","0.178493077149325","0.0378746089634438","0.000518877248102472","-0.0004699058570602","COV","1","MVN_DEFL2a_LHS_NOPAR"
"-0.00582287575426356","0.0378746089634438","0.186634394141791","-0.0124509880819798","0.0400564125764507","COV","1","MVN_DEFL2a_LHS_NOPAR"
"-0.0209418681744111","0.000518877248102472","-0.0124509880819798","0.17860902051663","0.0603894750448199","COV","1","MVN_DEFL2a_LHS_NOPAR"
"-0.00643778912595422","-0.0004699058570602","0.0400564125764507","0.0603894750448199","0.150540004029072","COV","1","MVN_DEFL2a_LHS_NOPAR"
"-0.593494313556655","-0.699151601430386","-0.726168581350516","-0.703616708727471","-0.614799200129872","P025","1","MVN_DEFL2a_LHS_NOPAR"
"0.793990346604019","0.709386302824216","0.642345885047356","0.660681380992192","0.681021933750877","P975","1","MVN_DEFL2a_LHS_NOPAR"
"-0.00097431956519855","-0.0295566319824002","-0.0163649995166012","0.00553798757489197","-0.144431176814731","CENTER","2","MVN_DEFL2a_LHS_NOPAR"
"0.209239940204455","0.329284347061049","0.353084240457962","0.413010417845082","0.198207578598548","VAR","2","MVN_DEFL2a_LHS_NOPAR"
"0.209239940204455","-0.0317282005599699","-0.0612028415140525","0.105777288445797","-0.141154348929973","COV","2","MVN_DEFL2a_LHS_NOPAR"
"-0.0317282005599699","0.329284347061049","-0.139116304605478","-0.0636492877238492","-0.00417517939665893","COV","2","MVN_DEFL2a_LHS_NOPAR"
"-0.0612028415140525","-0.139116304605478","0.353084240457962","-0.0267834793240481","0.0531569504060317","COV","2","MVN_DEFL2a_LHS_NOPAR"
"0.105777288445797","-0.0636492877238492","-0.0267834793240481","0.413010417845082","-0.0971172526551276","COV","2","MVN_DEFL2a_LHS_NOPAR"
"-0.141154348929973","-0.00417517939665893","0.0531569504060317","-0.0971172526551276","0.198207578598548","COV","2","MVN_DEFL2a_LHS_NOPAR"
"-0.683184695336882","-1.00307825805448","-0.905765821033701","-0.920402761019113","-0.869216921813499","P025","2","MVN_DEFL2a_LHS_NOPAR"
"0.807188147146733","0.913625766157608","1.04786931362488","1.20753753491631","0.517716840960898","P975","2","MVN_DEFL2a_LHS_NOPAR"
"0.12851925994817","0.00416443758693978","-0.0191468006874792","-0.185043999199037","-0.0948374068052621","CENTER","3","MVN_DEFL2a_LHS_NOPAR"
"0.452831069665563","0.381267741796816","0.674735783129667","0.584271378728832","0.333636451823321","VAR","3","MVN_DEFL2a_LHS_NOPAR"
