"param1","param2","param3","param4","param5","Variable","Iteration","NAME"
"0","0","0","0","0","CENTER","0","MVN_DEFL1POSCOR_MC_NOPAR"
"0.1","0.1","0.1","0.1","0.1","VAR","0","MVN_DEFL1POSCOR_MC_NOPAR"
"0.1","0","0","0","0","COV","0","MVN_DEFL1POSCOR_MC_NOPAR"
"0","0.1","0","0","0","COV","0","MVN_DEFL1POSCOR_MC_NOPAR"
"0","0","0.1","0","0","COV","0","MVN_DEFL1POSCOR_MC_NOPAR"
"0","0","0","0.1","0","COV","0","MVN_DEFL1POSCOR_MC_NOPAR"
"0","0","0","0","0.1","COV","0","MVN_DEFL1POSCOR_MC_NOPAR"
NA,NA,NA,NA,NA,"P975","0","MVN_DEFL1POSCOR_MC_NOPAR"
NA,NA,NA,NA,NA,"P025","0","MVN_DEFL1POSCOR_MC_NOPAR"
"0.00159520676069513","-0.0116863693318445","0.00641869658732389","0.00329355154976872","-0.00923638617252398","CENTER","1","MVN_DEFL1POSCOR_MC_NOPAR"
"0.178061525289599","0.178807329195786","0.172319562020017","0.164428171819395","0.164980000214579","VAR","1","MVN_DEFL1POSCOR_MC_NOPAR"
"0.178061525289599","-0.00536287112318105","0.000981612501435074","0.00842876412381787","0.00546720379790011","COV","1","MVN_DEFL1POSCOR_MC_NOPAR"
"-0.00536287112318105","0.178807329195786","0.00899975947454618","0.0024812547745945","-0.00385649967167299","COV","1","MVN_DEFL1POSCOR_MC_NOPAR"
"0.000981612501435074","0.00899975947454618","0.172319562020017","0.00888915893803402","-0.00533203308936912","COV","1","MVN_DEFL1POSCOR_MC_NOPAR"
"0.00842876412381787","0.0024812547745945","0.00888915893803402","0.164428171819395","-0.0040578224474653","COV","1","MVN_DEFL1POSCOR_MC_NOPAR"
"0.00546720379790011","-0.00385649967167299","-0.00533203308936912","-0.0040578224474653","0.164980000214579","COV","1","MVN_DEFL1POSCOR_MC_NOPAR"
"-0.788970216616401","-0.781438021190447","-0.780036627636652","-0.767169985276769","-0.757980939251149","P025","1","MVN_DEFL1POSCOR_MC_NOPAR"
"0.811960875045161","0.806086989805924","0.764106120008823","0.778876620592073","0.827928030149202","P975","1","MVN_DEFL1POSCOR_MC_NOPAR"
"-0.00391851934919302","-0.0320100515418734","0.000120285666458547","-0.00974545091770198","0.0112519143874551","CENTER","2","MVN_DEFL1POSCOR_MC_NOPAR"
"0.292614447050546","0.2865179762229","0.299812793068501","0.284705884111811","0.271518912081742","VAR","2","MVN_DEFL1POSCOR_MC_NOPAR"
"0.292614447050546","0.0229572208321659","0.0121445172058007","0.0100066221835728","-0.00376561059884424","COV","2","MVN_DEFL1POSCOR_MC_NOPAR"
"0.0229572208321659","0.2865179762229","0.00875310698047232","0.00749356216412377","-0.00846249703923025","COV","2","MVN_DEFL1POSCOR_MC_NOPAR"
"0.0121445172058007","0.00875310698047232","0.299812793068501","0.00542329576045164","-0.0196483357450779","COV","2","MVN_DEFL1POSCOR_MC_NOPAR"
"0.0100066221835728","0.00749356216412377","0.00542329576045164","0.284705884111811","-0.00254542632771358","COV","2","MVN_DEFL1POSCOR_MC_NOPAR"
"-0.00376561059884424","-0.00846249703923025","-0.0196483357450779","-0.00254542632771358","0.271518912081742","COV","2","MVN_DEFL1POSCOR_MC_NOPAR"
"-1.01890110618242","-1.07223614791442","-0.972136827081411","-0.992953178569029","-0.968218140427362","P025","2","MVN_DEFL1POSCOR_MC_NOPAR"
"1.02402503658136","0.985830592029141","1.04438821487045","0.994391048019611","1.01255453580069","P975","2","MVN_DEFL1POSCOR_MC_NOPAR"
"-0.0140946673711428","-0.00516437970470493","0.00802340924803471","0.0107994378624368","0.00814414036240892","CENTER","3","MVN_DEFL1POSCOR_MC_NOPAR"
"0.475118756863135","0.472695465293598","0.51967189909103","0.434722001997859","0.436276936826269","VAR","3","MVN_DEFL1POSCOR_MC_NOPAR"
"0.475118756863135","0.0798142502936325","0.0224551693943478","0.0280394218215913","-0.0130491504938349","COV","3","MVN_DEFL1POSCOR_MC_NOPAR"
"0.0798142502936325","0.472695465293598","0.0047793015967371","-0.00836721312876559","-0.0215598159317876","COV","3","MVN_DEFL1POSCOR_MC_NOPAR"
"0.0224551693943478","0.0047793015967371","0.51967189909103","-0.0111229524938728","-0.0164064190906518","COV","3","MVN_DEFL1POSCOR_MC_NOPAR"
"0.0280394218215913","-0.00836721312876559","-0.0111229524938728","0.434722001997859","0.0423057086168511","COV","3","MVN_DEFL1POSCOR_MC_NOPAR"
"-0.0130491504938349","-0.0215598159317876","-0.0164064190906518","0.0423057086168511","0.436276936826269","COV","3","MVN_DEFL1POSCOR_MC_NOPAR"
"-1.37246944271824","-1.34546335779789","-1.40897947301437","-1.28811664568377","-1.22840944635368","P025","3","MVN_DEFL1POSCOR_MC_NOPAR"
"1.25611336905689","1.31355501730484","1.30426690841233","1.18749740511065","1.25594912146113","P975","3","MVN_DEFL1POSCOR_MC_NOPAR"
"0.0344417227000511","-0.0419585930670937","-0.0264698606992332","0.0300623452129201","0.0185953844883401","CENTER","4","MVN_DEFL1POSCOR_MC_NOPAR"
"0.689079162763435","0.722639798994837","0.746484890276951","0.596507501779394","0.644230984861553","VAR","4","MVN_DEFL1POSCOR_MC_NOPAR"
"0.689079162763435","0.230119354881827","0.00331130651184892","0.00407735546461072","-0.0528194129244285","COV","4","MVN_DEFL1POSCOR_MC_NOPAR"
"0.230119354881827","0.722639798994837","0.0243488779156045","-0.0128745473461452","-0.0249234697729484","COV","4","MVN_DEFL1POSCOR_MC_NOPAR"
